"ensembl","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","negLog10P","padj"
"ENSG00000086475",-7.75,18.4285714285714,-3.00222498658547,0.0208100519639273,0.0671812450600167,-3.03200282801452,"SEPHS1","22929",1.68172683532808,0.0671812450600167
"ENSG00000142166",92.3333333333333,165.571428571429,3.02873916484885,0.0209698119665641,0.0675295833203832,-3.03210339278125,"IFNAR1","3454",1.67840546377642,0.0675295833203832
"ENSG00000116574",27.5,30.2857142857143,3.02624041544844,0.0210406936558049,0.0676875440115125,-3.03436210148166,"RHOU","58480",1.67693994674631,0.0676875440115125
"ENSG00000135424",90.25,40.4285714285714,3.02543206598093,0.0210636789970346,0.0677404889882182,-3.03509304107029,"ITGA7","3679",1.67646577234477,0.0677404889882182
"ENSG00000186275",-3.83333333333333,6.85714285714286,-2.95762179147908,0.0206855729458891,0.0670640761278799,-3.03626496032058,NA,NA,1.68433244557862,0.0670640761278799
"ENSG00000211689",-14.25,11.1428571428571,-3.02383552293918,0.0211091557372549,0.0678406734393032,-3.03653704431013,"TRGC1","6966",1.67552913599522,0.0678406734393032
"ENSG00000070761",-4.75,12.7142857142857,-2.95733264262203,0.0206941647923226,0.0670640761278799,-3.03654656602644,"CFAP20","29105",1.68415209684984,0.0670640761278799
"ENSG00000175894",-4.66666666666667,3,-2.95960011420518,0.0207192138319071,0.0670649816131212,-3.03681162788953,"TSPEAR","54084",1.68362672744717,0.0670649816131212
"ENSG00000111348",2364.5,2337.85714285714,2.9570596142075,0.020702281088977,0.0670649816131212,-3.03681248432263,"ARHGDIB","397",1.68398179899839,0.0670649816131212
"ENSG00000132646",-9.75,26.5714285714286,-3.00994194502475,0.0210401717711776,0.0676875440115125,-3.03688036210454,"PCNA","5111",1.67695071893987,0.0676875440115125
"ENSG00000169118",-7.58333333333333,21,-2.98983684632407,0.0209180976693432,0.067423679346461,-3.036908260547,"CSNK1G1","53944",1.67947781355585,0.067423679346461
"ENSG00000120868",-59.4166666666667,82.2857142857143,-3.02309944587378,0.0211301579971705,0.0678406734393032,-3.03720295012249,"APAF1","317",1.67509725557226,0.0678406734393032
"ENSG00000150045",-11.3333333333333,16.1428571428571,-3.02298952638185,0.0211332962194359,0.0678406734393032,-3.03730239930145,"KLRF1","51348",1.67503275953706,0.0678406734393032
"ENSG00000230715",44.75,44.4285714285714,3.02298075509893,0.021133546662762,0.0678406734393032,-3.03731033517603,NA,NA,1.67502761289506,0.0678406734393032
"ENSG00000148943",-4.83333333333333,18.4285714285714,-2.95632625685754,0.020724098187256,0.0670649816131212,-3.03752680386603,"LIN7C","55327",1.68352435876658,0.0670649816131212
"ENSG00000173064",-43.0833333333333,57.2857142857143,-3.02266839774546,0.0211424673672779,0.0678406734393032,-3.03759295162837,"HECTD4","283450",1.67484433105582,0.0678406734393032
"ENSG00000138678",31.25,53.1428571428571,3.02251530201058,0.0211468411480182,0.0678406734393032,-3.03773147693862,"GPAT3","84803",1.67475449705692,0.0678406734393032
"ENSG00000120690",-81,120.285714285714,-3.02236415486299,0.0211511602119422,0.0678406734393032,-3.03786824329756,"ELF1","1997",1.67466580512939,0.0678406734393032
"ENSG00000151876",-3.16666666666667,5.14285714285714,-2.95509974367655,0.0207606407256522,0.0671012744480742,-3.03872167251209,"FBXO4","26272",1.68275924719539,0.0671012744480742
